OBJECTID,LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID,Shape__Area,Shape__Length
21910,North Sports Fields,North Sports Fields,594,Park,Athletic Complex,18.47690947,No,N/A - METRO (2023 Q2 maint),None,Northwest,8,,57th Av & Galena St,32655404,10085 E 57th Ave,,Denver,CO,,39.80167891,-104.87027203,PK,"Multi-purpose Field, Playground, Picnic Shelter, Grills, Parking Lot, Benches, Picnic Tables, Bike Racks, Bike/Pedestrian Path, Restroom",ParkArt_North Sports Fields.pdf,,Yes,6/12/2023 12:00:00 AM,9c2d56de-ba36-499f-8008-9d03aeee1700,804850.955946326,3842.87100795223
21911,Broadway Triangles,Broadway Triangles,385,Park,Pocket,0.29194611,Yes - 1956,1913,None,Downtown,9,6,Broadway - Stout to Larimer,,2378 N Broadway,,Denver,CO,,39.7537985,-104.98737122,,"Benches, Public Art, Dog Park", ,no_imagerec.gif,No,,0b3abc92-b640-41ac-9141-1c724fcf0e61,12717.1215820313,657.391507348207
21912,High Point,High Point,530,Future,Undeveloped,8.37405536,No,2023 Q4,None,Northeast,11,,High Point Blvd & Dunkirk St,,19292 High Point Blvd,32649926,Denver,CO,,39.82058487,-104.76383116,,"Undeveloped, Future Park Development",,,Yes,10/18/2023 12:00:00 AM,d0536d14-f912-4f9d-a2dc-4ed9f5e1abad,364772.393066406,2372.06021161495
21913,Sand Creek (Swift Property),Sand Creek (Swift Property),554,Open Space,Open Space,9.53225134,Yes - 2024,2015,None,NE,8,,,,4200 Trenton St,,Denver,CO,,39.77581732,-104.89708907,,Future Trunk Open Space,,,Yes,9/15/2015 12:00:00 AM,07f76fe9-a71c-4c54-af60-71e3c03356ed,415223.206542969,3828.95236301684
21914,Platte River at Elitch Gardens,Platte River at Elitch Gardens,926,Park,Linear,7.18761509,No,1995,N/A,Downtown,3,6,Platte River behind Elitch Gardens,,299 Walnut St,,Denver,CO,,39.74836257,-105.01425367,,"Bike/Pedestrian Path, South Platte River Trail, Open Space, Natural Areas", ,no_imagerec.gif,Yes,12/21/2023 12:00:00 AM,80da011f-da4f-4156-9424-09f936de30e9,313091.261731148,7149.13029084866
21915,Sunken Gardens,Sunken Gardens Park,318,Park,Neighborhood,11.18592247,Yes - 1956,1907,2021,Downtown,3,6,8th Av & Deleware St,,800 N Delaware St,,Denver,CO,,39.73068979,-104.992727,PK,"Benches, Playground, Picnic Tables, Basketball Court, Bike/Pedestrian Path, Picnic Area",ParkArt_Sunken Gardens Park.pdf,sunkengardenspark.jpg,Yes,12/21/2023 12:00:00 AM,cdd4c067-d1d3-4974-b83b-78d86064f06f,487256.834472656,4313.22251391943
21916,Cranmer,Cranmer Park,407,Park,Community,23.90923862,Yes - 1956,1907,None,E,5,3,2nd Av & Cherry St,,4501 E 1st Ave,,Denver,CO,,39.7193642,-104.93549672,PK,"Benches, Drinking Fountain, Picnic Tables, Plaza, Flower Beds, Football Field, Soccer Field, Baseball / Softball Field, Scenic Views, Picnic Area",ParkArt_Cranmer Park.pdf,cranmerpark.jpg,Yes,12/2/2008 12:00:00 AM,1a85a776-0daa-4097-a96f-33ce8695e27c,1041482.26708984,4574.09379332534
21917,Great Lawn Park,Great Lawn Park,L07,Park,Community,50.10111457,Yes - 2024,2010,2010,NE,5,3,Lowry Blvd & Yosemite St,270832,101 N Yosemite St,,Denver,CO,,39.72424147,-104.88812027,PK,"Benches, Picnic Tables, Picnic Shelter, Restroom, Drinking Fountain, Playground, Lake, Bike/Pedestrian Path, Overlook Plaza, Natural Areas, Picnic Area",ParkArt_Great Lawn Park.pdf,no_imagerec.gif,No,4/10/2024 12:00:00 AM,9c797788-f27a-4a67-80c7-9b8640795d80,2182395.82189584,8120.86297779451
21918,Far NE Maintenance Facility,Far NE Maintenance Facility,500,Facility,Undeveloped,3.11116595,No,2024 Q2,N/A,Northeast,,,47th Ave & Telluride St,,4621 N Telluride st,,Denver,CO,,39.78169663,-104.78317212,,Future maintenance facility for norteast district operations.,,,Yes,4/23/2024 12:00:00 AM,2c021813-dbdc-4115-a6e0-48cd94a8ab1b,135521.847005606,1555.0703654833
21919,High Line Canal at Quebec,Unnamed High Line Canal at Quebec,604,Open Space,Open Space,1.19394494,No,2024Q2,None,East,4,3,High Line Canal at Quebec St,,2369 S Quebec St,,Denver,CO,,39.67534736,-104.90408376,,Open Space and Future Trail Improvement Project,,,Yes,6/13/2024 12:00:00 AM,d6857745-ffe5-49af-9d38-fd45703f2b88,52008.033203125,1066.9958985966
21920,Mestizo-Curtis,Mestizo-Curtis Park,203,Park,Neighborhood,8.54945105,Yes - 1956 / 2017,1868,2002,NW,9,6,31st Av & Curtis St,42599,3000 Curtis St,,Denver,CO,,39.7612723,-104.97632308,PK,"Picnic Tables, Benches, Playground, Outdoor Pool, Picnic Shelter, Basketball Court, Tennis Court, Bike/Pedestrian Path, Picnic Area, Fitness Equipment",ParkArt_Mestizo-Curtis Park.pdf,mestizocurtispark.jpg,Yes,7/17/2009 12:00:00 AM,08f7fd35-d695-4207-b1ca-52690b190873,372412.596679688,2983.29959314268
21921,Douglass,Douglass (Fredrick) Park,226,Park,Pocket,0.51906468,Yes,1974,None,NW,9,2,30th Av & Franklin St,,3000 N Franklin St,,Denver,CO,,39.7593512,-104.9680506,PK,"Picnic Tables, Playground, Benches",ParkArt_Douglass (Fredrick) Park.pdf,douglasspark.jpg,Yes,2/4/2009 12:00:00 AM,27c384eb-c086-45b5-b0d3-e893985d5695,22610.3671875,611.269994517445
21922,Garrison & Union,Unnamed Garrison & Union Park,158,Park,Neighborhood,4.64326986,Yes - 2007,1973,None,SW,2,4,Garrison St & Union Av,,4701 S Garrison St,,Denver,CO,,39.63223392,-105.1033597,PK,"Playground, Benches, Basketball Court, Picnic Tables, Bike/Pedestrian Path",ParkArt_Unnamed Garrison and Union Park.pdf,no_imagerec.gif,Yes,11/7/2008 12:00:00 AM,29473134-720d-4d87-a313-b39f77f07368,202260.024414063,1900.24333396013
21923,Walker,Walker (Madame CJ) Park,227,Park,Pocket,1.02568542,Yes,1974,None,NW,9,2,30th Av & High St,357380,1900 E 30th Ave,,Denver,CO,,39.7593365,-104.96456672,PK,"Picnic Tables, Playground, Benches",ParkArt_Walker (Madame CJ ) Park.pdf,walkerpark.jpg,Yes,2/4/2009 12:00:00 AM,352e9762-b6e2-4bcd-b574-7e38bab15275,44678.6809314191,1481.22000049205
21924,Williams,Williams (Dr. Daniel Hale) Park,225,Park,Pocket,0.6137455,Yes,1974,None,NW,9,2,30th Av & Lafayette St,,3000 N Lafayette St,,Denver,CO,,39.75963546,-104.97109537,PK,"Playground, Basketball Court, Benches, Picnic Tables",ParkArt_Williams (Dr. Daniel Hale) Park.pdf,williamspark.jpg,Yes,2/4/2009 12:00:00 AM,37d7ee20-a3d5-4865-a666-6bcec68d8e75,26734.6465997696,990.438737209357
21925,Burns,Burns (DC) Park,418,Park,Neighborhood,13.0070429,Yes - 1956,1940,2015,E,5,3,Alameda Av & Colorado Blvd,179672,250 S Colorado Blvd,,Denver,CO,,39.71263914,-104.93933662,PK,"Picnic Tables, Public Art, Passive Open Space",ParkArt_Burns (DC) Park.pdf,burnspark.jpg,Yes,12/12/2008 12:00:00 AM,7243900f-be23-4bd8-9213-ba743512e2b4,566584.522460938,3541.86169117592
21926,Lawson,Lawson (Sonny) Park,208,Park,Neighborhood,2.47345746,Yes - 1956,1911,None,Downtown,9,6,23rd St & Welton St,356582,2301 Welton St,,Denver,CO,,39.75184931,-104.98268956,PK,"Drinking Fountain, Playground, Restroom, Basketball Court, Baseball / Softball Field, Benches, Fitness Equipment, Dog Park, Plaza",ParkArt_Lawson (Sonny) Park.pdf,lawsonpark.jpg,Yes,2/4/2009 12:00:00 AM,74b99d84-9095-45dc-99c3-dd19e1ad5f23,107743.376953125,1340.09916002304
21927,Quick,Quick (Lenore B) Park,220,Park,Pocket,0.42926096,Yes - 1956,1948,1997,NW,9,6,26th Av & Ogden St,56575,2561 N Ogden St,,Denver,CO,,39.75431519,-104.97490559,PK,"Benches, Picnic Tables, Playground, Basketball Court",ParkArt_Quick (Lenore B) Park.pdf,quickpark.jpg,Yes,2/4/2009 12:00:00 AM,85dfa83e-10df-4b1e-a1cb-8a1759ff433a,18698.5322265625,549.318634157209
21928,Benedict Fountain,Benedict Fountain Park,310,Park,Neighborhood,2.85058847,Yes - 1956,1924,2009,Downtown,9,6,20th Av & Logan St,,401 E 20th Ave,,Denver,CO,,39.74796939,-104.98227435,PK,"Benches, Picnic Tables, Fountain, Passive Open Space",ParkArt_Benedict Fountain Park.pdf,benedictfountainpark.jpg,No,9/16/2009 12:00:00 AM,a280c44f-f5c7-4cf5-a3a5-f29bba46c062,124171.136397719,1523.85446855194
21929,Fuller,Fuller Park,205,Park,Neighborhood,5.85976706,Yes - 2007,1879,None,NW,9,2,28th Av & Franklin St,41510,2801 N Williams St,,Denver,CO,,39.75755529,-104.96718584,PK,"Dog Park, Picnic Tables, Picnic Shelter, Playground, Basketball Court, Benches, Drinking Fountain, Picnic Area",ParkArt_Fuller Park.pdf,fullerpark.jpg,Yes,2/4/2009 12:00:00 AM,aab506db-f255-41e2-9c0f-25b2a85cf02d,255250.432128906,2058.8828061098
21930,Morrison,Morrison (George Sr) Park,224,Park,Neighborhood,3.83883159,Yes,1974,None,NW,9,2,Franklin St & Martin Luther King Blvd,356680,1400 E Martin Luther King Blvd,,Denver,CO,,39.76172564,-104.96790213,PK,"Benches, Picnic Tables, Bike/Pedestrian Path",ParkArt_Morrison (George Sr) Park.pdf,morrisonpark.jpg,Yes,2/4/2009 12:00:00 AM,eb9b8ed1-0cfb-49f7-ba50-a39c2519f2f9,167218.832941413,4074.44910372034
21931,Elk-Bergen Property,Elk-Bergen Property,M57,Conservation Tract,Mountain,164.87859126,No,2024Q4,,,,,,,34646 Squaw Pass Rd,,Evergreen,CO,,39.67610059,-105.39380523,,conservation area,,,,,b50e7837-aa98-4455-8c36-117a796ab80a,7182082.70849609,14205.8647023252
21932,High Plains Park,High Plains Park,595,Park,Community,16.38492051,No,N/A - METRO (2024 maint),,Northeast,8,5,57th Av & Dallas St,32590475,5708 N Dallas St,,Denver,CO,,39.80151323,-104.87347024,,"Playground, Picnic Tables, Benches, Bike/Pedestrian Path, Picnic Area, Pump Track, Bike Racks, Open Lawn, Native Landscape",,,Yes,1/8/2025 12:00:00 AM,25ba2e07-b124-4f98-9ffd-102b244acfaa,713724.283000231,3400.04460068392
21933,Rocky Mountain Lake,Rocky Mountain Lake Park,007,Park,Community,53.69159514,Yes - 1956,1906,None,NW,1,1,46th Av & Hooker St,366242,3301 W 46th Ave,,Denver,CO,,39.78186018,-105.03034597,PK,"Drinking Fountain, Restroom, Baseball / Softball Field, Bike/Pedestrian Path, Football Field, Horseshoe Pits, Lake, Flower Beds, Tennis Court, Playground, Benches, Picnic Tables, Picnic Area, Fitness Equipment",ParkArt_Rocky Mountain Lake Park.pdf,rockymountainlakepark.jpg,No,1/14/2025 12:00:00 AM,3c8ed582-7df6-4e47-88bd-ca4300a74964,2338796.52978516,7879.86351201182
